DateTime,From,Value_IN
2021/10/12 9:04,0x2fa2091f825625595149475a9df09cbc8d582457,10.0
2021/10/15 11:57,0x2fa2091f825625595149475a9df09cbc8d582457,10.0
2021/10/20 15:04,0x2fa2091f825625595149475a9df09cbc8d582457,10.0
2021/10/20 22:18,0x2fa2091f825625595149475a9df09cbc8d582457,10.0
2021/10/20 22:53,0x2fa2091f825625595149475a9df09cbc8d582457,10.0
2021/10/20 23:36,0x2fa2091f825625595149475a9df09cbc8d582457,10.0
2021/10/21 11:25,0x2fa2091f825625595149475a9df09cbc8d582457,10.0
2021/10/21 12:08,0x2fa2091f825625595149475a9df09cbc8d582457,10.0
2021/10/21 21:04,0x2fa2091f825625595149475a9df09cbc8d582457,10.0
2021/10/22 7:29,0x2fa2091f825625595149475a9df09cbc8d582457,10.0
2021/10/29 5:54,0x2fa2091f825625595149475a9df09cbc8d582457,10.0
2021/10/29 6:14,0x2fa2091f825625595149475a9df09cbc8d582457,10.0
2021/10/30 10:01,0x2fa2091f825625595149475a9df09cbc8d582457,10.0
2021/10/30 19:40,0x2fa2091f825625595149475a9df09cbc8d582457,10.0
