DateTime,From,Value_IN
2020/10/30 7:11,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2020/11/4 0:03,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2020/11/5 10:24,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2020/11/5 18:19,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2020/11/6 8:55,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2020/11/6 11:12,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2020/11/12 0:49,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2020/11/12 0:51,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2020/11/12 0:52,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2020/11/12 0:53,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2020/11/12 0:54,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2020/11/14 15:44,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2020/11/14 15:51,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2020/11/17 1:36,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2020/11/17 1:37,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2020/11/21 8:58,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2020/11/21 8:59,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2020/11/21 9:01,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2020/12/28 23:55,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2020/12/28 23:56,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2020/12/28 23:58,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/1/5 11:06,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/1/5 11:06,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/2/1 16:52,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/2/1 16:54,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/2/1 16:57,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/2/4 12:08,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/2/4 12:10,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/2/4 12:15,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/2/5 1:14,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/4/21 6:51,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/4/21 6:51,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/4/21 6:52,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/5/22 19:02,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/5/22 19:55,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/5/22 20:07,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/6/26 11:27,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/6/26 11:28,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/8/29 7:23,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/8/29 7:24,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/8/29 7:26,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/12/13 9:17,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2021/12/13 9:18,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2022/2/12 9:58,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2022/2/12 9:59,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
2022/2/12 10:00,0x057b9625b910a8a02c78b2cb1a4f6d5dcfd0bb87,10.0
