DateTime,From,Value_IN
2021/10/16 5:39,0x1337b9d19694e68760eeeedd022237d4d07754b2,1.0
2021/10/16 6:15,0x1337b9d19694e68760eeeedd022237d4d07754b2,10.0
2021/10/16 6:16,0x1337b9d19694e68760eeeedd022237d4d07754b2,10.0
2021/10/16 6:17,0x1337b9d19694e68760eeeedd022237d4d07754b2,10.0
2021/10/16 6:39,0x1337b9d19694e68760eeeedd022237d4d07754b2,1.0
2021/10/16 6:40,0x1337b9d19694e68760eeeedd022237d4d07754b2,1.0
2021/10/16 6:41,0x1337b9d19694e68760eeeedd022237d4d07754b2,1.0
2021/10/16 6:42,0x1337b9d19694e68760eeeedd022237d4d07754b2,1.0
2021/10/16 6:42,0x1337b9d19694e68760eeeedd022237d4d07754b2,1.0
2021/10/16 6:51,0x1337b9d19694e68760eeeedd022237d4d07754b2,1.0
2021/10/16 6:52,0x1337b9d19694e68760eeeedd022237d4d07754b2,1.0
