DateTime,From,Value_IN
2020/12/1 2:27,0x792cf37f76af2ccde47e56e34405b5254d3badf9,10.0
2020/12/1 2:27,0x792cf37f76af2ccde47e56e34405b5254d3badf9,10.0
2020/12/1 2:28,0x792cf37f76af2ccde47e56e34405b5254d3badf9,10.0
2020/12/1 2:28,0x792cf37f76af2ccde47e56e34405b5254d3badf9,10.0
2020/12/1 2:29,0x792cf37f76af2ccde47e56e34405b5254d3badf9,10.0
2020/12/1 2:31,0x792cf37f76af2ccde47e56e34405b5254d3badf9,10.0
2020/12/1 2:32,0x792cf37f76af2ccde47e56e34405b5254d3badf9,10.0
2020/12/1 2:44,0x792cf37f76af2ccde47e56e34405b5254d3badf9,1.0
2020/12/1 2:44,0x792cf37f76af2ccde47e56e34405b5254d3badf9,1.0
2021/1/11 2:29,0x792cf37f76af2ccde47e56e34405b5254d3badf9,10.0
2021/2/9 4:19,0x792cf37f76af2ccde47e56e34405b5254d3badf9,10.0
2021/2/9 4:21,0x792cf37f76af2ccde47e56e34405b5254d3badf9,10.0
2021/4/30 23:20,0x792cf37f76af2ccde47e56e34405b5254d3badf9,10.0
2021/4/30 23:22,0x792cf37f76af2ccde47e56e34405b5254d3badf9,10.0
2021/5/9 2:28,0x792cf37f76af2ccde47e56e34405b5254d3badf9,10.0
2021/8/28 3:58,0x792cf37f76af2ccde47e56e34405b5254d3badf9,1.0
2021/9/12 2:58,0x792cf37f76af2ccde47e56e34405b5254d3badf9,1.0
2021/9/29 0:16,0x792cf37f76af2ccde47e56e34405b5254d3badf9,10.0
2021/9/29 3:08,0x792cf37f76af2ccde47e56e34405b5254d3badf9,10.0
2021/10/28 2:22,0x792cf37f76af2ccde47e56e34405b5254d3badf9,10.0
2021/11/30 2:52,0x792cf37f76af2ccde47e56e34405b5254d3badf9,10.0
2021/12/28 4:51,0x792cf37f76af2ccde47e56e34405b5254d3badf9,1.0
2021/12/28 5:11,0x792cf37f76af2ccde47e56e34405b5254d3badf9,1.0
2022/3/18 0:27,0x792cf37f76af2ccde47e56e34405b5254d3badf9,10.0
2022/3/18 0:37,0x792cf37f76af2ccde47e56e34405b5254d3badf9,10.0
2022/3/30 3:41,0x792cf37f76af2ccde47e56e34405b5254d3badf9,10.0
