DateTime,From,Value_IN
2020/1/5 22:22,0x007d2d5c4d8c4190f8ef67e35b24f6a79b946170,10.0
2020/1/5 22:25,0x007d2d5c4d8c4190f8ef67e35b24f6a79b946170,0.1
2020/1/5 22:28,0x007d2d5c4d8c4190f8ef67e35b24f6a79b946170,1.0
2020/1/5 22:29,0x007d2d5c4d8c4190f8ef67e35b24f6a79b946170,1.0
2020/1/5 22:32,0x007d2d5c4d8c4190f8ef67e35b24f6a79b946170,1.0
2020/1/5 22:33,0x007d2d5c4d8c4190f8ef67e35b24f6a79b946170,1.0
2020/1/5 22:34,0x007d2d5c4d8c4190f8ef67e35b24f6a79b946170,1.0
2020/1/5 22:35,0x007d2d5c4d8c4190f8ef67e35b24f6a79b946170,1.0
2020/1/5 22:37,0x007d2d5c4d8c4190f8ef67e35b24f6a79b946170,1.0
2020/1/5 22:38,0x007d2d5c4d8c4190f8ef67e35b24f6a79b946170,1.0
2020/1/5 22:39,0x007d2d5c4d8c4190f8ef67e35b24f6a79b946170,0.1
2020/1/5 22:40,0x007d2d5c4d8c4190f8ef67e35b24f6a79b946170,0.1
2020/1/5 22:40,0x007d2d5c4d8c4190f8ef67e35b24f6a79b946170,0.1
2020/1/5 22:47,0x007d2d5c4d8c4190f8ef67e35b24f6a79b946170,0.1
2021/4/16 21:18,0x007d2d5c4d8c4190f8ef67e35b24f6a79b946170,10.0
2021/4/16 21:20,0x007d2d5c4d8c4190f8ef67e35b24f6a79b946170,10.0
2021/4/16 21:23,0x007d2d5c4d8c4190f8ef67e35b24f6a79b946170,1.0
